id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18642/928_55_CCS,-,1,1,1,31,904,930,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18648/30_1226_CCS,+,1,1,1,30,1226,1255,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18650/1755_101_CCS,-,1,1,1,31,1685,1757,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18652/2354_63_CCS,-,1,1,1,30,2321,2355,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18657/34_1165_CCS,+,1,1,1,34,1165,1240,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18658/733_61_CCS,-,1,1,1,31,703,735,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18663/32_951_CCS,+,1,1,1,32,951,982,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18664/1375_56_CCS,-,1,1,1,31,1350,1377,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18667/1785_58_CCS,-,1,1,1,31,1758,1787,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18670/1297_64_CCS,-,1,1,1,30,1263,1294,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18671/31_2420_CCS,+,1,1,1,31,2420,2450,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18682/431_251_CCS,-,1,1,1,26,206,428,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18684/31_1440_CCS,+,1,1,1,31,1440,1469,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18691/737_56_CCS,-,1,1,1,31,712,739,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18694/1476_56_CCS,-,1,1,1,34,1454,1481,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18696/31_2177_CCS,+,1,1,1,31,2177,2205,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18708/31_1585_CCS,+,1,1,1,31,1585,1614,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18718/1103_56_CCS,-,1,1,1,27,1074,1101,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18721/30_1907_CCS,+,1,1,1,30,1907,1936,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18723/31_1071_CCS,+,1,1,1,31,1071,1099,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18732/31_2988_CCS,+,1,1,1,31,2988,3020,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18735/1851_85_CCS,-,1,1,1,27,1793,1848,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18752/2271_65_CCS,-,1,1,1,31,2237,2273,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18766/1559_59_CCS,-,1,1,1,32,1532,1562,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18771/572_56_CCS,-,1,1,1,30,546,573,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18772/31_1034_CCS,+,1,1,1,31,1034,1061,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18777/31_2443_CCS,+,1,1,1,31,2443,2469,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18784/31_1733_CCS,+,1,1,1,31,1733,1761,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18788/1103_56_CCS,-,1,1,1,32,1079,1106,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18793/1967_63_CCS,-,1,1,1,31,1935,1969,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18794/1259_62_CCS,-,1,1,1,30,1227,1260,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18796/30_1740_CCS,+,1,1,1,30,1740,1766,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18797/31_1097_CCS,+,1,1,1,31,1097,1125,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18798/30_1137_CCS,+,1,1,1,30,1137,1170,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18807/456_61_CCS,-,1,1,1,30,425,456,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18809/30_2155_CCS,+,1,1,1,30,2155,2186,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18830/2670_67_CCS,-,1,1,1,31,2634,2657,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18843/946_57_CCS,-,1,1,1,31,920,948,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18859/30_974_CCS,+,1,1,1,30,974,1005,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18887/31_1002_CCS,+,1,1,1,31,1002,1029,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18900/2403_58_CCS,-,1,1,1,31,2376,2404,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18905/1141_53_CCS,-,1,1,1,31,1119,1143,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18906/32_1079_CCS,+,1,1,1,32,1079,1107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18907/863_62_CCS,-,1,1,1,31,832,865,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18912/1304_55_CCS,-,1,1,1,30,1279,1305,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18918/38_872_CCS,+,1,1,1,38,872,901,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18921/896_57_CCS,-,1,1,1,30,869,897,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18929/31_1433_CCS,+,1,1,1,31,1433,1462,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18945/31_4507_CCS,+,1,1,1,31,4507,4536,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18954/997_57_CCS,-,1,1,1,30,970,998,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18955/1484_53_CCS,-,1,1,1,30,1461,1487,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18965/31_902_CCS,+,1,1,1,31,902,925,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18968/2592_69_CCS,-,1,1,1,32,2555,2584,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18969/2339_52_CCS,-,1,1,1,31,2318,2341,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18975/30_1477_CCS,+,1,1,1,30,1477,1506,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18983/31_2136_CCS,+,1,1,1,31,2136,2164,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18986/1184_56_CCS,-,1,1,1,31,1159,1185,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18987/31_4318_CCS,+,1,1,1,31,4318,4347,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18990/2592_68_CCS,-,1,1,1,32,2556,2595,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/18991/1169_58_CCS,-,1,1,1,29,1140,1169,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19000/31_2075_CCS,+,1,1,1,31,2075,2103,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19003/2379_59_CCS,-,1,1,1,31,2351,2381,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19011/534_54_CCS,-,1,1,1,31,511,536,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19020/31_636_CCS,+,1,1,1,31,636,660,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19028/3714_47_CCS,-,1,1,1,31,3698,3718,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19036/31_532_CCS,+,1,1,1,31,532,561,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19041/595_61_CCS,-,1,1,1,30,564,596,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19042/4018_55_CCS,-,1,1,1,32,3995,4021,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19049/31_2317_CCS,+,1,1,1,31,2317,2342,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19051/616_55_CCS,-,1,1,1,31,592,618,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19054/1115_70_CCS,-,1,1,1,30,1075,1116,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19057/773_53_CCS,-,1,1,1,31,751,775,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19058/31_1073_CCS,+,1,1,1,31,1073,1099,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19062/1105_57_CCS,-,1,1,1,31,1079,1107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19072/31_975_CCS,+,1,1,1,31,975,1038,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19074/840_194_CCS,-,1,1,1,52,698,851,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19099/30_1322_CCS,+,1,1,1,30,1322,1353,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19106/31_962_CCS,+,1,1,1,31,962,994,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19112/650_55_CCS,-,1,1,1,30,625,651,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19122/843_60_CCS,-,1,1,1,30,813,844,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19141/31_888_CCS,+,1,1,1,31,888,937,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19142/30_521_CCS,+,1,1,1,30,521,548,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19158/1727_57_CCS,-,1,1,1,31,1701,1729,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19159/31_2001_CCS,+,1,1,1,31,2001,2034,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19163/30_2477_CCS,+,1,1,1,30,2477,2507,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19168/45_919_CCS,+,1,1,1,45,919,950,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19170/1936_83_CCS,-,1,1,1,30,1883,1937,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19192/1290_74_CCS,-,1,1,1,32,1248,1292,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19209/1867_56_CCS,-,1,1,1,31,1842,1869,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19214/839_60_CCS,-,1,1,1,31,810,841,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19216/30_947_CCS,+,1,1,1,30,947,970,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19249/34_919_CCS,+,1,1,1,34,919,950,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19252/972_90_CCS,-,1,1,1,31,913,974,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19262/31_2527_CCS,+,1,1,1,31,2527,2563,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19263/1169_57_CCS,-,1,1,1,31,1143,1171,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19269/1174_59_CCS,-,1,1,1,31,1146,1176,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19274/2014_59_CCS,-,1,1,1,31,1986,2016,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19280/31_2222_CCS,+,1,1,1,31,2222,2253,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19288/1874_58_CCS,-,1,1,1,31,1847,1876,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19291/32_8256_CCS,+,1,1,1,32,8256,8292,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19293/1150_58_CCS,-,1,1,1,31,1123,1151,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19302/1331_171_CCS,-,1,1,1,31,1191,1333,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19311/31_2545_CCS,+,1,1,1,31,2545,2589,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19312/1287_159_CCS,-,1,1,1,27,1155,1285,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19315/31_1358_CCS,+,1,1,1,31,1358,1389,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19327/925_56_CCS,-,1,1,1,31,900,927,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19352/28_2261_CCS,+,1,1,1,28,2261,2289,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19358/31_1500_CCS,+,1,1,1,31,1500,1529,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19359/1169_59_CCS,-,1,1,1,30,1140,1170,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19372/30_649_CCS,+,1,1,1,30,649,721,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19374/1163_55_CCS,-,1,1,1,27,1135,1161,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19379/1828_63_CCS,-,1,1,1,31,1796,1829,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19411/30_1119_CCS,+,1,1,1,30,1119,1175,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19416/31_588_CCS,+,1,1,1,31,588,616,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19418/30_1074_CCS,+,1,1,1,30,1074,1102,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19419/1058_58_CCS,-,1,1,1,31,1031,1060,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19426/30_690_CCS,+,1,1,1,30,690,723,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19440/31_3024_CCS,+,1,1,1,31,3024,3052,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19447/30_740_CCS,+,1,1,1,30,740,772,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19451/2937_65_CCS,-,1,1,1,31,2903,2933,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19454/31_1267_CCS,+,1,1,1,31,1267,1295,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19461/31_1843_CCS,+,1,1,1,31,1843,1872,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19468/31_856_CCS,+,1,1,1,31,856,884,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19470/29_1469_CCS,+,1,1,1,29,1469,1496,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19481/1146_59_CCS,-,1,1,1,31,1118,1148,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19488/634_57_CCS,-,1,1,1,31,608,636,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19490/1811_61_CCS,-,1,1,1,44,1794,1823,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19505/1776_55_CCS,-,1,1,1,30,1751,1777,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19522/28_2397_CCS,+,1,1,1,28,2397,2425,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19532/710_57_CCS,-,1,1,1,31,684,712,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19537/30_1059_CCS,+,1,1,1,30,1059,1089,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19539/1263_54_CCS,-,1,1,1,30,1239,1264,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19554/31_2160_CCS,+,1,1,1,31,2160,2190,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19557/1004_69_CCS,-,1,1,1,30,965,1005,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19580/904_58_CCS,-,1,1,1,31,877,906,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19590/1863_60_CCS,-,1,1,1,30,1833,1864,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19598/1465_54_CCS,-,1,1,1,32,1443,1468,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19623/31_1286_CCS,+,1,1,1,31,1286,1313,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19626/31_790_CCS,+,1,1,1,31,790,819,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19630/31_870_CCS,+,1,1,1,31,870,896,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19637/30_787_CCS,+,1,1,1,30,787,814,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19652/943_57_CCS,-,1,1,1,31,917,945,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19658/1835_62_CCS,-,1,1,1,31,1804,1837,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19662/31_808_CCS,+,1,1,1,31,808,873,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19673/31_3139_CCS,+,1,1,1,31,3139,3166,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19675/30_2751_CCS,+,1,1,1,30,2751,2780,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19680/31_1118_CCS,+,1,1,1,31,1118,1146,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19684/31_1091_CCS,+,1,1,1,31,1091,1119,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19685/813_56_CCS,-,1,1,1,30,787,814,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19695/2974_66_CCS,-,1,1,1,31,2939,2965,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19716/31_1767_CCS,+,1,1,1,31,1767,1799,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19731/949_116_CCS,-,1,1,1,31,864,951,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19732/686_59_CCS,-,1,1,1,31,658,688,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19738/44_1333_CCS,+,1,1,1,44,1333,1356,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19749/33_530_CCS,+,1,1,1,33,530,562,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19759/30_1226_CCS,+,1,1,1,30,1226,1307,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19760/30_2155_CCS,+,1,1,1,30,2155,2183,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19762/567_56_CCS,-,1,1,1,31,542,569,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19765/721_61_CCS,-,1,1,1,31,691,723,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19769/31_1015_CCS,+,1,1,1,31,1015,1135,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19773/31_421_CCS,+,1,1,1,31,421,455,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19781/1131_56_CCS,-,1,1,1,31,1106,1133,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19790/31_3488_CCS,+,1,1,1,31,3488,3522,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19827/30_2583_CCS,+,1,1,1,30,2583,2613,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19835/766_56_CCS,-,1,1,1,30,740,767,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19854/975_57_CCS,-,1,1,1,31,949,977,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19855/31_504_CCS,+,1,1,1,31,504,529,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19867/2488_54_CCS,-,1,1,1,26,2460,2485,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19879/30_827_CCS,+,1,1,1,30,827,853,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19884/31_1200_CCS,+,1,1,1,31,1200,1223,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19886/30_2096_CCS,+,1,1,1,30,2096,2123,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19900/31_3114_CCS,+,1,1,1,31,3114,3139,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19901/46_1847_CCS,+,1,1,1,46,1847,1876,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19905/30_734_CCS,+,1,1,1,30,734,762,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19912/31_166_CCS,+,1,1,1,31,166,193,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19921/1605_99_CCS,-,1,1,1,31,1537,1607,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19936/31_2488_CCS,+,1,1,1,31,2488,2628,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19937/773_67_CCS,-,1,1,1,30,736,774,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19939/2209_61_CCS,-,1,1,1,32,2180,2212,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19951/29_2373_CCS,+,1,1,1,29,2373,2403,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19958/31_2950_CCS,+,1,1,1,31,2950,2982,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19962/30_2276_CCS,+,1,1,1,30,2276,2302,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19973/1238_65_CCS,-,1,1,1,42,1215,1246,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19974/2150_119_CCS,-,1,1,1,31,2062,2152,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19978/627_83_CCS,-,1,1,1,31,575,629,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19979/1497_54_CCS,-,1,1,1,39,1482,1507,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19985/32_1879_CCS,+,1,1,1,32,1879,1909,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19996/1982_54_CCS,-,1,1,1,31,1959,1984,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/19999/1605_91_CCS,-,1,1,1,31,1545,1607,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20003/2035_51_CCS,-,1,1,1,31,2015,2037,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20005/1120_51_CCS,-,1,1,1,31,1100,1122,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20006/1560_100_CCS,-,1,1,1,31,1491,1543,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20011/1337_59_CCS,-,1,1,1,30,1308,1338,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20020/31_774_CCS,+,1,1,1,31,774,800,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20030/48_878_CCS,+,1,1,1,48,878,909,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20031/31_1783_CCS,+,1,1,1,31,1783,1809,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20070/33_2611_CCS,+,1,1,1,33,2611,2637,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20073/30_982_CCS,+,1,1,1,30,982,1010,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20077/31_1631_CCS,+,1,1,1,31,1631,1658,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/20085/1556_72_CCS,-,1,1,1,31,1515,1558,1,0
